primary_key;order_reference;code_cip_id;salesrep_id;article_code;article_name;quantity;unit_price;discount;net_revenue;order_date;
21325;1112201504S00DR;2049727;44;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;3;24.9;30%;52.29;2020-12-14;
21326;1112201504S00DR;2049727;44;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;3;16.9;30%;35.49;2020-12-14;
21327;1112201504S00DR;2049727;44;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;3;24.9;30%;52.29;2020-12-14;
21328;1112201504S00DR;2049727;44;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;3;16.9;30%;35.49;2020-12-14;
21329;1112201504S00DR;2049727;44;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;3;16.9;30%;35.49;2020-12-14;
21330;1112201504S00DR;2049727;44;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;3;9.9;30%;20.79;2020-12-14;
21331;1112201504S00DR;2049727;44;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;3;8.9;30%;18.69;2020-12-14;
21332;1112201504S00DR;2049727;44;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;3;15.9;30%;33.39;2020-12-14;
21333;1112201504S00DR;2049727;44;5064;Cœur d'aloe cube;1;0;0%;0;2020-12-14;
21334;1112201504S00DR;2049727;44;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2020-12-14;
21335;1112201504S00DR;2049727;44;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-12-14;
21336;1112201504S00DR;2049727;44;5156;Brochure Gamme Aloe Vera;50;0;0%;0;2020-12-14;
21337;1112201504S00DR;2049727;44;5174;Echantillon Aloe-oil huile réparatrice;10;0;0%;0;2020-12-14;
21338;1112201504S00DR;2049727;44;5175;Echantillon Aloe-oil crème réparatrice;10;0;0%;0;2020-12-14;
21339;1112201504S00DR;2049727;44;5176;Echantillon Pur Gel;10;0;0%;0;2020-12-14;
21340;1112201504S00DR;2049727;44;5177;Echantillon Nutri-Pulpe;10;0;0%;0;2020-12-14;
21341;1112201504S00DR;2049727;44;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;10;0;0%;0;2020-12-14;
21342;1112201504S00DR;2049727;44;Vide;Vide;127;405.6;30%;283.92;2020-12-14;
21343;1112201504S00DR;2049727;44;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;3;24.9;30%;52.29;2020-12-14;
21344;1112201504S00DR;2049727;44;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;3;16.9;30%;35.49;2020-12-14;
21345;1112201504S00DR;2049727;44;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;3;24.9;30%;52.29;2020-12-14;
21346;1112201504S00DR;2049727;44;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;3;16.9;30%;35.49;2020-12-14;
21347;1112201504S00DR;2049727;44;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;3;16.9;30%;35.49;2020-12-14;
21348;1112201504S00DR;2049727;44;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;3;9.9;30%;20.79;2020-12-14;
21349;1112201504S00DR;2049727;44;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;3;8.9;30%;18.69;2020-12-14;
21350;1112201504S00DR;2049727;44;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;3;15.9;30%;33.39;2020-12-14;
21351;1112201504S00DR;2049727;44;5064;Cœur d'aloe cube;1;0;0%;0;2020-12-14;
21352;1112201504S00DR;2049727;44;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2020-12-14;
21353;1112201504S00DR;2049727;44;5152;Présentoir de Comptoir Gamme Aloe;1;0;0%;0;2020-12-14;
21354;1112201504S00DR;2049727;44;5156;Brochure Gamme Aloe Vera;50;0;0%;0;2020-12-14;
21355;1112201504S00DR;2049727;44;5174;Echantillon Aloe-oil huile réparatrice;10;0;0%;0;2020-12-14;
21356;1112201504S00DR;2049727;44;5175;Echantillon Aloe-oil crème réparatrice;10;0;0%;0;2020-12-14;
21357;1112201504S00DR;2049727;44;5176;Echantillon Pur Gel;10;0;0%;0;2020-12-14;
21358;1112201504S00DR;2049727;44;5177;Echantillon Nutri-Pulpe;10;0;0%;0;2020-12-14;
21359;1112201504S00DR;2049727;44;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;10;0;0%;0;2020-12-14;
21360;0912201003S0005;2280142;34;Vide;Vide;127;405.6;30%;283.92;2020-12-14;
21361;0912201003S0005;2280142;34;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;3;24.9;30%;52.29;2020-12-14;
21362;0912201003S0005;2280142;34;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;3;16.9;30%;35.49;2020-12-14;
21363;0912201003S0005;2280142;34;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;3;24.9;30%;52.29;2020-12-14;
21364;0912201003S0005;2280142;34;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;3;16.9;30%;35.49;2020-12-14;
21365;0912201003S0005;2280142;34;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;3;16.9;30%;35.49;2020-12-14;
21366;0912201003S0005;2280142;34;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;3;9.9;30%;20.79;2020-12-14;
21367;0912201003S0005;2280142;34;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;3;8.9;30%;18.69;2020-12-14;
21368;0912201003S0005;2280142;34;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;3;15.9;30%;33.39;2020-12-14;
21369;0912201003S0005;2280142;34;5064;Cœur d'Aloe Cube;1;;0%;;2020-12-14;
21370;0912201003S0005;2280142;34;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2020-12-14;
21371;0912201003S0005;2280142;34;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2020-12-14;
21372;0912201003S0005;2280142;34;5156;Brochure Gamme Aloe Vera;50;;0%;;2020-12-14;
21373;0912201003S0005;2280142;34;5584;Echantillon Aloe-Oil Huile Réparatrice;10;;0%;;2020-12-14;
21374;0912201003S0005;2280142;34;5585;Echantillon Aloe-Oil Crème Réparatrice;10;;0%;;2020-12-14;
21375;0912201003S0005;2280142;34;5586;Echantillon Pur Gel;10;;0%;;2020-12-14;
21376;0912201003S0005;2280142;34;5177;Echantillon Nutri-Pulpe;10;;0%;;2020-12-14;
21377;0912201003S0005;2280142;34;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;10;;0%;;2020-12-14;
6266;1412201804S0008;2003824;31;Vide;Vide;128;512.42;38%;317.7;2020-12-15;
6267;1412201804S0008;2003824;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-12-15;
6268;1412201804S0008;2003824;31;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-12-15;
6269;1412201804S0008;2003824;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-12-15;
6270;1412201804S0008;2003824;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-12-15;
6271;1412201804S0008;2003824;31;5064;Cœur d'Aloe Cube;18;;0%;;2020-12-15;
6272;1412201804S0008;2003824;31;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2020-12-15;
6273;1412201804S0008;2003824;31;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2020-12-15;
6274;1412201804S0008;2003824;31;5156;Brochure Gamme Aloe Vera;36;;0%;;2020-12-15;
6275;1412201804S0008;2003824;31;5585;Echantillon Aloe-Oil Crème Réparatrice;12;;0%;;2020-12-15;
6276;1412201804S0008;2003824;31;5586;Echantillon Pur Gel;12;;0%;;2020-12-15;
6277;1412201804S0008;2003824;31;5177;Echantillon Nutri-Pulpe;6;;0%;;2020-12-15;
6278;1412201804S0008;2003824;31;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;;0%;;2020-12-15;
21311;1412201804S0008;2003824;31;Vide;Vide;128;512.42;38%;317.7;2020-12-15;
21312;1412201804S0008;2003824;31;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2020-12-15;
21313;1412201804S0008;2003824;31;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2020-12-15;
21314;1412201804S0008;2003824;31;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-12-15;
21315;1412201804S0008;2003824;31;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;12;15.9;38%;118.3;2020-12-15;
21316;1412201804S0008;2003824;31;5064;Cœur d'Aloe Cube;18;;0%;;2020-12-15;
21317;1412201804S0008;2003824;31;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2020-12-15;
21318;1412201804S0008;2003824;31;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2020-12-15;
21319;1412201804S0008;2003824;31;5156;Brochure Gamme Aloe Vera;36;;0%;;2020-12-15;
21320;1412201804S0008;2003824;31;5585;Echantillon Aloe-Oil Crème Réparatrice;12;;0%;;2020-12-15;
21321;1412201804S0008;2003824;31;5586;Echantillon Pur Gel;12;;0%;;2020-12-15;
21322;1412201804S0008;2003824;31;5177;Echantillon Nutri-Pulpe;6;;0%;;2020-12-15;
21323;1412201804S0008;2003824;31;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;;0%;;2020-12-15;
8092;1512202012S00DR;2282595;53;Vide;Vide;129;440.4;38%;273.05;2020-12-16;
8093;1512202012S00DR;2282595;53;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-12-16;
8094;1512202012S00DR;2282595;53;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;38%;147.31;2020-12-16;
8095;1512202012S00DR;2282595;53;5064;Cœur d'Aloe Cube;18;;0%;;2020-12-16;
8096;1512202012S00DR;2282595;53;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2020-12-16;
8097;1512202012S00DR;2282595;53;5151;Réglette De Linéaire Aloe Vera;1;;0%;;2020-12-16;
8098;1512202012S00DR;2282595;53;5152;Présentoir de Comptoir Gamme Aloe;1;;0%;;2020-12-16;
8099;1512202012S00DR;2282595;53;5156;Brochure Gamme Aloe Vera;36;;0%;;2020-12-16;
8100;1512202012S00DR;2282595;53;5586;Echantillon Pur Gel;36;;0%;;2020-12-16;
8101;1512201728S0017;2282595;53;Vide;Vide;90;440.4;38%;273.05;2020-12-17;
8102;1512201728S0017;2282595;53;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-12-17;
8103;1512201728S0017;2282595;53;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;38%;147.31;2020-12-17;
8104;1512201728S0017;2282595;53;5064;Cœur d'Aloe Cube;18;;0%;;2020-12-17;
8105;1512201728S0017;2282595;53;5586;Echantillon Pur Gel;36;;0%;;2020-12-17;
9763;1612202008S0010;2048765;30;Vide;Vide;148;721.8;45%;396.99;2020-12-17;
9764;1612202008S0010;2048765;30;5046;Nutri-Pulpe - 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2020-12-17;
9765;1612202008S0010;2048765;30;5049;Nutri-Pulpe Pêche Blanche - 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-17;
9766;1612202008S0010;2048765;30;5050;Pur Gel Feuille - 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-17;
9767;1612202008S0010;2048765;30;5051;Pur Gel Flacon - 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-17;
9768;1612202008S0010;2048765;30;5064;Cœur d'aloe cube;21;0;0%;0;2020-12-17;
9769;1612202008S0010;2048765;30;5150;Pop-up cœur d'aloe cube offre consommateur;1;0;0%;0;2020-12-17;
9770;1612202008S0010;2048765;30;5156;Brochure Gamme Aloe Vera;42;0;0%;0;2020-12-17;
9771;1612202008S0010;2048765;30;5176;Echantillon Pur Gel;24;0;0%;0;2020-12-17;
9772;1612202008S0010;2048765;30;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2020-12-17;
9773;1612202008S0010;2048765;30;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;0;0%;0;2020-12-17;
9774;1612202008S0012;2048765;30;Vide;Vide;148;721.8;45%;396.99;2020-12-17;
9775;1612202008S0012;2048765;30;5046;Nutri-Pulpe - 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2020-12-17;
9776;1612202008S0012;2048765;30;5049;Nutri-Pulpe Pêche Blanche - 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-17;
9777;1612202008S0012;2048765;30;5050;Pur Gel Feuille - 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-17;
9778;1612202008S0012;2048765;30;5051;Pur Gel Flacon - 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-17;
9779;1612202008S0012;2048765;30;5064;Cœur d'aloe cube;21;0;0%;0;2020-12-17;
9780;1612202008S0012;2048765;30;5150;Pop-up cœur d'aloe cube offre consommateur;1;0;0%;0;2020-12-17;
9781;1612202008S0012;2048765;30;5156;Brochure Gamme Aloe Vera;42;0;0%;0;2020-12-17;
9782;1612202008S0012;2048765;30;5176;Echantillon Pur Gel;24;0;0%;0;2020-12-17;
9783;1612202008S0012;2048765;30;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2020-12-17;
9784;1612202008S0012;2048765;30;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;0;0%;0;2020-12-17;
21267;1612202008S0010;2048765;30;Vide;Vide;148;721.8;45%;396.99;2020-12-17;
21268;1612202008S0010;2048765;30;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2020-12-17;
21269;1612202008S0010;2048765;30;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-17;
21270;1612202008S0010;2048765;30;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-17;
21271;1612202008S0010;2048765;30;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-17;
21272;1612202008S0010;2048765;30;5064;Cœur d'aloe cube;21;0;0%;0;2020-12-17;
21273;1612202008S0010;2048765;30;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2020-12-17;
21274;1612202008S0010;2048765;30;5156;Brochure Gamme Aloe Vera;42;0;0%;0;2020-12-17;
21275;1612202008S0010;2048765;30;5176;Echantillon Pur Gel;24;0;0%;0;2020-12-17;
21276;1612202008S0010;2048765;30;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2020-12-17;
21277;1612202008S0010;2048765;30;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;0;0%;0;2020-12-17;
21278;1612202008S0012;2048765;30;Vide;Vide;148;721.8;45%;396.99;2020-12-17;
21279;1612202008S0012;2048765;30;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2020-12-17;
21280;1612202008S0012;2048765;30;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-17;
21281;1612202008S0012;2048765;30;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-17;
21282;1612202008S0012;2048765;30;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-17;
21283;1612202008S0012;2048765;30;5064;Cœur d'aloe cube;21;0;0%;0;2020-12-17;
21284;1612202008S0012;2048765;30;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2020-12-17;
21285;1612202008S0012;2048765;30;5156;Brochure Gamme Aloe Vera;42;0;0%;0;2020-12-17;
21286;1612202008S0012;2048765;30;5176;Echantillon Pur Gel;24;0;0%;0;2020-12-17;
21287;1612202008S0012;2048765;30;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2020-12-17;
21288;1612202008S0012;2048765;30;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;0;0%;0;2020-12-17;
21289;1612202008S0010;2048765;30;Vide;Vide;148;721.8;45%;396.99;2020-12-17;
21290;1612202008S0010;2048765;30;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2020-12-17;
21291;1612202008S0010;2048765;30;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-17;
21292;1612202008S0010;2048765;30;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-17;
21293;1612202008S0010;2048765;30;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-17;
21294;1612202008S0010;2048765;30;5064;Cœur d'aloe cube;21;0;0%;0;2020-12-17;
21295;1612202008S0010;2048765;30;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2020-12-17;
21296;1612202008S0010;2048765;30;5156;Brochure Gamme Aloe Vera;42;0;0%;0;2020-12-17;
21297;1612202008S0010;2048765;30;5176;Echantillon Pur Gel;24;0;0%;0;2020-12-17;
21298;1612202008S0010;2048765;30;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2020-12-17;
21299;1612202008S0010;2048765;30;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;0;0%;0;2020-12-17;
21300;1612202008S0012;2048765;30;Vide;Vide;148;721.8;45%;396.99;2020-12-17;
21301;1612202008S0012;2048765;30;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;12;24.9;45%;164.34;2020-12-17;
21302;1612202008S0012;2048765;30;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-17;
21303;1612202008S0012;2048765;30;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-17;
21304;1612202008S0012;2048765;30;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-17;
21305;1612202008S0012;2048765;30;5064;Cœur d'aloe cube;21;0;0%;0;2020-12-17;
21306;1612202008S0012;2048765;30;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2020-12-17;
21307;1612202008S0012;2048765;30;5156;Brochure Gamme Aloe Vera;42;0;0%;0;2020-12-17;
21308;1612202008S0012;2048765;30;5176;Echantillon Pur Gel;24;0;0%;0;2020-12-17;
21309;1612202008S0012;2048765;30;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2020-12-17;
21310;1612202008S0012;2048765;30;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;6;0;0%;0;2020-12-17;
8084;2212201401S0017;2099301;53;Vide;Vide;169;619.19;38%;383.9;2020-12-24;
8085;2212201401S0017;2099301;53;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;38%;251.47;2020-12-24;
8086;2212201401S0017;2099301;53;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;24;8.9;38%;132.43;2020-12-24;
8087;2212201401S0017;2099301;53;5064;Cœur d'Aloe Cube;24;;0%;;2020-12-24;
8088;2212201401S0017;2099301;53;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;;0%;;2020-12-24;
8089;2212201401S0017;2099301;53;5156;Brochure Gamme Aloe Vera;48;;0%;;2020-12-24;
8090;2212201401S0017;2099301;53;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2020-12-24;
8091;2212201401S0017;2099301;53;5586;Echantillon Pur Gel;24;;0%;;2020-12-24;
397;2112201649S0003;2271122;38;Vide;Vide;518;2049.6;45%;1127.28;2020-12-28;
398;2112201649S0003;2271122;38;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;24;16.9;45%;223.08;2020-12-28;
399;2112201649S0003;2271122;38;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;24;16.9;45%;223.08;2020-12-28;
400;2112201649S0003;2271122;38;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;24;16.9;45%;223.08;2020-12-28;
401;2112201649S0003;2271122;38;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;24;9.9;45%;130.68;2020-12-28;
402;2112201649S0003;2271122;38;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;24;8.9;45%;117.48;2020-12-28;
403;2112201649S0003;2271122;38;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;24;15.9;45%;209.88;2020-12-28;
404;2112201649S0003;2271122;38;5064;Cœur d'Aloe Cube;72;;0%;;2020-12-28;
405;2112201649S0003;2271122;38;5065;Totem Double Face;2;;0%;;2020-12-28;
406;2112201649S0003;2271122;38;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;2;;0%;;2020-12-28;
407;2112201649S0003;2271122;38;5151;Réglette De Linéaire Aloe Vera;2;;0%;;2020-12-28;
408;2112201649S0003;2271122;38;5152;Présentoir de Comptoir Gamme Aloe;2;;0%;;2020-12-28;
409;2112201649S0003;2271122;38;5153;Présentoir de Sol Gamme Aloe;1;;0%;;2020-12-28;
410;2112201649S0003;2271122;38;5154;Grand Aloe Vera Cartonné de Linéaire ou Vitrine;2;;0%;;2020-12-28;
411;2112201649S0003;2271122;38;5155;Présentoir de Comptoir Aloe-Oil;2;;0%;;2020-12-28;
412;2112201649S0003;2271122;38;5156;Brochure Gamme Aloe Vera;144;;0%;;2020-12-28;
413;2112201649S0003;2271122;38;5168;Présentoir de Sol Aloe-Oil;1;;0%;;2020-12-28;
414;2112201649S0003;2271122;38;5584;Echantillon Aloe-Oil Huile Réparatrice;24;;0%;;2020-12-28;
415;2112201649S0003;2271122;38;5585;Echantillon Aloe-Oil Crème Réparatrice;24;;0%;;2020-12-28;
416;2112201649S0003;2271122;38;5586;Echantillon Pur Gel;48;;0%;;2020-12-28;
417;2112201649S0003;2271122;38;5177;Echantillon Nutri-Pulpe;24;;0%;;2020-12-28;
418;2112201649S0003;2271122;38;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;24;;0%;;2020-12-28;
18980;3112203369S0001;2043369;26;Vide;Vide;72;1126.8;45%;619.74;2020-12-31;
18981;3112203369S0001;2043369;26;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;45%;82.17;2020-12-31;
18982;3112203369S0001;2043369;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2020-12-31;
18983;3112203369S0001;2043369;26;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;45%;82.17;2020-12-31;
18984;3112203369S0001;2043369;26;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;45%;55.77;2020-12-31;
18985;3112203369S0001;2043369;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-31;
18986;3112203369S0001;2043369;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-31;
18987;3112203369S0001;2043369;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;45%;58.74;2020-12-31;
18988;3112203369S0001;2043369;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;45%;52.47;2020-12-31;
19012;3112201299S0001;2061299;26;Vide;Vide;36;524.4;45%;288.42;2020-12-31;
19013;3112201299S0001;2061299;26;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;12;16.9;45%;111.54;2020-12-31;
19014;3112201299S0001;2061299;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;45%;111.54;2020-12-31;
19015;3112201299S0001;2061299;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;45%;65.34;2020-12-31;
19067;3112201753S0001;2001753;26;Vide;Vide;42;523.82;38%;324.77;2020-12-31;
19068;3112201753S0001;2001753;26;5050;Pur Gel Feuille 250ml - 8.026.380.050.505;12;16.9;38%;125.74;2020-12-31;
19069;3112201753S0001;2001753;26;5051;Pur Gel Flacon 100ml - 8.026.380.050.512;12;9.9;38%;73.66;2020-12-31;
19070;3112201753S0001;2001753;26;5052;Aloe-Oil Huile Réparatrice 50ml - 8.026.380.050.529;12;8.9;38%;66.22;2020-12-31;
19071;3112201753S0001;2001753;26;5053;Aloe-Oil Crème Réparatrice 150ml - 8.026.380.050.536;6;15.9;38%;59.15;2020-12-31;
10339;0501211136S0015;2105655;40;Vide;Vide;86;501.61;38%;311;2021-01-05;
10340;0501211136S0015;2105655;40;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-05;
10341;0501211136S0015;2105655;40;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-05;
10342;0501211136S0015;2105655;40;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-05;
10343;0501211136S0015;2105655;40;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-05;
10344;0501211136S0015;2105655;40;5064;Cœur d'aloe cube;12;0;0%;0;2021-01-05;
10345;0501211136S0015;2105655;40;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2021-01-05;
10346;0501211136S0015;2105655;40;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2021-01-05;
10347;0501211136S0015;2105655;40;5156;Brochure Gamme Aloe Vera;24;0;100%;0;2021-01-05;
10348;0501211136S0015;2105655;40;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2021-01-05;
10349;0501211136S0015;2105655;40;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;0;0%;0;2021-01-05;
10350;0501211136S0015;2105655;40;Vide;Vide;86;501.61;38%;311;2021-01-05;
10351;0501211136S0015;2105655;40;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-05;
10352;0501211136S0015;2105655;40;5047;Nutri-Pulpe 500ml - 8.026.380.050.475;6;16.9;38%;62.87;2021-01-05;
10353;0501211136S0015;2105655;40;5048;Nutri-Pulpe Pêche Blanche 1000ml - 8.026.380.050.482;6;24.9;38%;92.63;2021-01-05;
10354;0501211136S0015;2105655;40;5049;Nutri-Pulpe Pêche Blanche 500ml - 8.026.380.050.499;6;16.9;38%;62.87;2021-01-05;
10355;0501211136S0015;2105655;40;5064;Cœur d'aloe cube;12;0;0%;0;2021-01-05;
10356;0501211136S0015;2105655;40;5150;Pop-Up Coeur D’Aloe Cube Offre Consommateur;1;0;0%;0;2021-01-05;
10357;0501211136S0015;2105655;40;5151;Réglette de linéaire Aloe Vera;1;0;0%;0;2021-01-05;
10358;0501211136S0015;2105655;40;5156;Brochure Gamme Aloe Vera;24;0;100%;0;2021-01-05;
10359;0501211136S0015;2105655;40;5177;Echantillon Nutri-Pulpe;12;0;0%;0;2021-01-05;
10360;0501211136S0015;2105655;40;5869;Echantillon Nutri-Pulpe Goût Pêche Blanche;12;0;0%;0;2021-01-05;
10361;0501211136S0015;2105655;40;Vide;Vide;86;501.61;38%;311;2021-01-05;
10362;0501211136S0015;2105655;40;5046;Nutri-Pulpe 1000ml - 8.026.380.050.468;6;24.9;38%;92.63;2021-01-05;
